area,occ_code,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
40,15-1211,3320.0,6.1,1.997,0.61,49.74,103460.0,3.4,36.52,47.88,63.91,75950.0,99590.0,132930.0
41,15-1211,4760.0,4.5,2.449,0.75,56.93,118410.0,1.0,45.89,54.32,63.13,95450.0,112990.0,131310.0
42,15-1211,19630.0,5.0,3.3,1.0,44.73,93040.0,2.1,34.04,40.13,52.43,70810.0,83460.0,109050.0
44,15-1211,1590.0,6.4,3.258,0.99,54.56,113490.0,1.3,39.71,51.51,64.73,82600.0,107140.0,134630.0
45,15-1211,7720.0,7.0,3.474,1.06,49.17,102270.0,2.2,34.96,44.71,56.95,72720.0,92990.0,118460.0
46,15-1211,1010.0,15.6,2.27,0.69,47.77,99350.0,3.9,37.54,44.37,55.62,78090.0,92290.0,115690.0
47,15-1211,8460.0,7.7,2.629,0.8,47.42,98630.0,7.5,35.9,45.43,58.18,74670.0,94490.0,121020.0
48,15-1211,50680.0,4.0,3.738,1.14,55.41,115240.0,1.3,39.24,51.54,65.62,81610.0,107200.0,136490.0
49,15-1211,2960.0,5.2,1.766,0.54,46.64,97020.0,5.6,36.76,43.58,53.96,76460.0,90650.0,112240.0
51,15-1211,23830.0,4.4,5.985,1.82,55.68,115820.0,1.2,40.22,52.09,65.78,83650.0,108350.0,136820.0
53,15-1211,20060.0,7.1,5.738,1.75,63.83,132760.0,2.8,46.87,61.88,77.45,97490.0,128710.0,161100.0
54,15-1211,1190.0,11.3,1.723,0.52,46.84,97420.0,6.6,31.62,47.16,54.17,65780.0,98090.0,112670.0
55,15-1211,8460.0,5.8,2.932,0.89,46.26,96220.0,2.0,36.47,43.26,51.97,75870.0,89980.0,108090.0
56,15-1211,240.0,17.6,0.888,0.27,53.53,111340.0,9.4,30.62,51.22,69.59,63690.0,106540.0,144750.0
1,15-1221,480.0,3.3,0.235,1.01,50.66,105360.0,1.2,34.77,49.16,62.52,72320.0,102250.0,130040.0
4,15-1221,360.0,18.4,0.114,0.49,70.92,147500.0,2.4,59.2,64.86,78.41,123130.0,134910.0,163080.0
6,15-1221,7560.0,3.9,0.421,1.82,90.11,187420.0,2.4,65.92,84.39,102.48,137110.0,175530.0,213150.0
8,15-1221,350.0,11.3,0.125,0.54,63.49,132070.0,2.2,49.91,60.98,70.25,103810.0,126840.0,146120.0
9,15-1221,50.0,30.3,0.03,0.13,60.61,126070.0,6.5,47.32,54.12,65.63,98420.0,112580.0,136510.0
11,15-1221,300.0,20.8,0.431,1.86,70.01,145620.0,1.6,57.37,70.09,82.72,119330.0,145780.0,172060.0
12,15-1221,1160.0,22.3,0.121,0.52,63.31,131680.0,3.3,46.63,56.82,74.62,96990.0,118190.0,155200.0
13,15-1221,620.0,4.6,0.13,0.56,44.49,92530.0,2.2,35.74,40.19,52.0,74340.0,83600.0,108160.0
15,15-1221,110.0,22.0,0.181,0.78,66.21,137720.0,4.8,57.46,64.02,67.34,119520.0,133160.0,140070.0
17,15-1221,190.0,20.4,0.032,0.14,55.49,115410.0,2.5,41.64,55.99,64.48,86610.0,116450.0,134110.0
18,15-1221,680.0,1.0,0.216,0.93,42.68,88770.0,0.8,31.34,39.6,50.87,65180.0,82360.0,105800.0
19,15-1221,40.0,35.7,0.028,0.12,49.38,102710.0,13.1,34.77,53.13,54.63,72320.0,110510.0,113620.0
20,15-1221,60.0,1.4,0.042,0.18,57.44,119470.0,0.7,50.33,50.33,65.97,104690.0,104690.0,137210.0
21,15-1221,210.0,16.1,0.108,0.47,51.58,107290.0,5.1,46.76,55.89,55.89,97250.0,116250.0,116250.0
22,15-1221,110.0,10.7,0.062,0.27,51.23,106560.0,2.0,43.31,53.9,58.4,90080.0,112110.0,121470.0
24,15-1221,2310.0,5.4,0.862,3.72,68.54,142570.0,1.4,55.64,70.0,82.72,115730.0,145600.0,172060.0
26,15-1221,270.0,12.9,0.061,0.27,57.6,119800.0,4.5,30.47,54.0,76.33,63390.0,112330.0,158760.0
27,15-1221,50.0,24.7,0.016,0.07,62.71,130440.0,7.9,51.25,56.16,74.49,106600.0,116810.0,154930.0
28,15-1221,290.0,7.7,0.253,1.09,53.58,111450.0,2.7,40.03,53.42,66.97,83260.0,111110.0,139300.0
29,15-1221,510.0,19.7,0.177,0.76,64.04,133200.0,11.7,39.7,52.11,74.78,82570.0,108380.0,155550.0
31,15-1221,30.0,16.4,0.034,0.15,51.46,107030.0,7.1,40.24,49.03,57.22,83700.0,101990.0,119020.0
32,15-1221,60.0,11.7,0.042,0.18,59.91,124620.0,4.0,44.46,60.98,79.1,92480.0,126840.0,164530.0
33,15-1221,150.0,32.7,0.223,0.96,65.9,137070.0,3.2,49.42,63.24,79.3,102800.0,131540.0,164950.0
34,15-1221,1200.0,18.4,0.286,1.23,64.55,134260.0,5.8,46.41,62.48,78.61,96540.0,129950.0,163510.0
36,15-1221,740.0,10.0,0.079,0.34,76.17,158440.0,2.8,55.13,72.82,91.44,114670.0,151470.0,190180.0
37,15-1221,370.0,21.0,0.078,0.34,59.02,122750.0,5.5,39.09,50.57,69.95,81300.0,105180.0,145500.0
39,15-1221,170.0,5.1,0.031,0.14,57.47,119540.0,1.3,45.34,59.14,64.63,94310.0,123010.0,134430.0
40,15-1221,490.0,7.9,0.296,1.28,45.88,95430.0,0.7,35.89,43.56,53.88,74650.0,90600.0,112070.0
41,15-1221,790.0,23.3,0.408,1.76,85.96,178790.0,5.7,68.27,76.99,88.38,142000.0,160140.0,183830.0
42,15-1221,460.0,7.8,0.077,0.33,70.95,147580.0,10.4,45.15,57.15,81.22,93910.0,118870.0,168930.0
44,15-1221,460.0,1.5,0.935,4.03,57.52,119640.0,0.5,44.22,58.67,69.24,91980.0,122030.0,144020.0
45,15-1221,470.0,5.6,0.209,0.9,53.53,111350.0,1.8,41.81,55.0,61.55,86960.0,114400.0,128020.0
47,15-1221,70.0,38.2,0.022,0.1,69.86,145310.0,7.1,53.34,57.74,94.91,110940.0,120090.0,197420.0
48,15-1221,1580.0,13.6,0.116,0.5,66.99,139340.0,6.4,47.87,62.35,81.23,99570.0,129690.0,168970.0
49,15-1221,810.0,3.6,0.485,2.09,47.62,99050.0,1.3,35.74,42.6,56.26,74340.0,88610.0,117020.0
51,15-1221,2340.0,6.2,0.587,2.53,70.13,145860.0,2.1,54.9,69.11,84.64,114190.0,143750.0,176050.0
53,15-1221,2940.0,8.3,0.841,3.63,97.55,202910.0,0.8,77.92,104.89,112.07,162080.0,218180.0,233110.0
54,15-1221,50.0,28.7,0.068,0.29,86.99,180940.0,15.5,50.48,80.52,95.68,105000.0,167480.0,199020.0
55,15-1221,40.0,41.5,0.015,0.06,62.89,130800.0,15.0,48.08,72.45,74.04,100000.0,150700.0,154010.0
1,15-1242,1550.0,3.8,0.756,1.51,43.03,89510.0,1.3,33.51,40.9,51.6,69700.0,85070.0,107330.0
2,15-1242,90.0,12.4,0.292,0.58,43.45,90370.0,4.1,33.34,43.65,51.19,69360.0,90800.0,106470.0
4,15-1242,1510.0,7.0,0.483,0.96,50.23,104470.0,2.5,35.0,51.89,63.24,72800.0,107940.0,131530.0
5,15-1242,490.0,6.0,0.384,0.77,43.83,91160.0,2.0,30.99,40.83,51.76,64460.0,84930.0,107660.0
6,15-1242,8070.0,10.2,0.45,0.9,55.95,116380.0,1.5,37.68,53.93,68.12,78370.0,112170.0,141680.0
8,15-1242,1950.0,11.0,0.689,1.37,56.0,116470.0,3.8,37.81,55.97,68.44,78630.0,116420.0,142360.0
9,15-1242,870.0,12.2,0.522,1.04,52.86,109950.0,4.9,35.14,55.0,67.36,73080.0,114400.0,140110.0
10,15-1242,740.0,4.8,1.571,3.13,50.65,105350.0,1.3,37.52,49.64,65.67,78040.0,103240.0,136590.0
11,15-1242,520.0,12.8,0.741,1.48,55.99,116470.0,4.3,40.14,57.8,70.47,83480.0,120220.0,146580.0
12,15-1242,4690.0,3.0,0.49,0.98,50.28,104590.0,1.3,33.91,49.17,64.87,70530.0,102280.0,134930.0
13,15-1242,2860.0,4.9,0.601,1.2,51.38,106880.0,1.3,38.39,50.0,63.18,79850.0,104000.0,131420.0
15,15-1242,110.0,11.0,0.186,0.37,43.41,90300.0,5.0,27.12,43.51,56.38,56410.0,90500.0,117270.0
16,15-1242,210.0,7.6,0.251,0.5,40.15,83500.0,2.5,28.5,36.34,45.98,59280.0,75590.0,95640.0
17,15-1242,3370.0,4.7,0.561,1.12,52.24,108650.0,1.7,32.84,46.42,65.89,68300.0,96560.0,137050.0
18,15-1242,1280.0,6.3,0.407,0.81,36.6,76130.0,4.2,24.03,36.53,48.94,49990.0,75980.0,101800.0
19,15-1242,410.0,6.2,0.268,0.54,45.14,93890.0,1.9,34.42,43.31,54.5,71600.0,90090.0,113360.0
20,15-1242,1070.0,5.2,0.761,1.52,56.57,117660.0,2.7,48.98,64.04,64.04,101870.0,133200.0,133200.0
21,15-1242,690.0,6.4,0.351,0.7,40.18,83570.0,2.5,27.68,37.89,50.03,57570.0,78810.0,104070.0
22,15-1242,360.0,26.5,0.193,0.39,44.12,91760.0,8.9,33.48,44.76,53.78,69640.0,93100.0,111860.0
23,15-1242,240.0,10.5,0.392,0.78,46.66,97060.0,2.6,35.7,45.83,55.72,74260.0,95320.0,115890.0
24,15-1242,1790.0,9.0,0.669,1.33,56.61,117750.0,2.5,40.16,54.71,69.22,83520.0,113810.0,143980.0
25,15-1242,2220.0,6.4,0.609,1.21,56.67,117870.0,1.7,42.91,58.43,69.02,89250.0,121520.0,143560.0
26,15-1242,1460.0,8.4,0.335,0.67,44.7,92980.0,3.2,30.72,47.0,57.76,63890.0,97760.0,120150.0
27,15-1242,1140.0,6.4,0.394,0.79,48.68,101260.0,1.2,35.62,46.61,61.27,74080.0,96940.0,127430.0
28,15-1242,200.0,7.7,0.176,0.35,39.55,82270.0,2.3,28.48,38.26,46.61,59240.0,79580.0,96960.0
29,15-1242,1640.0,8.3,0.571,1.14,43.59,90660.0,2.5,27.37,39.25,58.37,56940.0,81630.0,121400.0
30,15-1242,270.0,18.9,0.545,1.09,40.26,83750.0,1.9,35.46,38.69,45.67,73760.0,80480.0,94990.0
31,15-1242,570.0,5.3,0.57,1.14,42.28,87940.0,2.4,28.88,40.93,52.15,60070.0,85140.0,108460.0
32,15-1242,560.0,17.4,0.376,0.75,41.38,86080.0,8.6,28.57,39.35,52.57,59420.0,81850.0,109350.0
33,15-1242,290.0,15.1,0.428,0.85,49.81,103610.0,2.2,37.1,49.8,58.38,77170.0,103580.0,121420.0
34,15-1242,2080.0,8.4,0.495,0.99,58.88,122460.0,3.1,39.6,57.43,75.23,82360.0,119450.0,156480.0
35,15-1242,580.0,7.7,0.687,1.37,46.61,96950.0,2.7,33.47,43.56,53.83,69620.0,90610.0,111970.0
36,15-1242,4390.0,10.3,0.467,0.93,50.11,104230.0,4.1,32.87,47.17,62.13,68370.0,98110.0,129220.0
37,15-1242,2480.0,9.5,0.517,1.03,50.23,104480.0,3.5,33.84,50.48,63.33,70380.0,104990.0,131730.0
38,15-1242,120.0,13.7,0.28,0.56,39.74,82660.0,4.4,26.9,35.75,53.2,55940.0,74350.0,110650.0
39,15-1242,1930.0,8.1,0.352,0.7,45.61,94860.0,1.9,31.86,45.44,60.72,66260.0,94510.0,126290.0
40,15-1242,780.0,5.5,0.468,0.93,41.13,85550.0,1.6,28.2,36.89,52.87,58650.0,76720.0,109970.0
41,15-1242,910.0,10.1,0.468,0.93,49.55,103070.0,2.6,36.48,47.35,61.4,75870.0,98480.0,127720.0
42,15-1242,2820.0,19.1,0.474,0.94,48.15,100160.0,1.9,35.47,46.68,60.27,73780.0,97100.0,125350.0
44,15-1242,280.0,19.2,0.568,1.13,51.76,107670.0,7.6,40.79,53.14,60.21,84840.0,110540.0,125240.0
45,15-1242,790.0,5.6,0.357,0.71,48.76,101420.0,3.0,35.91,46.0,58.2,74700.0,95680.0,121060.0
46,15-1242,150.0,7.4,0.347,0.69,40.05,83290.0,1.6,33.65,40.53,47.83,69990.0,84300.0,99480.0
47,15-1242,1650.0,9.3,0.512,1.02,50.24,104490.0,4.4,35.29,51.73,63.34,73410.0,107600.0,131740.0
48,15-1242,6900.0,6.9,0.509,1.02,48.31,100490.0,3.9,30.57,49.05,64.18,63580.0,102010.0,133500.0
49,15-1242,650.0,4.1,0.388,0.77,46.97,97700.0,2.4,32.35,44.56,60.18,67290.0,92680.0,125170.0
50,15-1242,120.0,23.3,0.4,0.8,47.8,99430.0,5.2,38.11,48.14,57.94,79270.0,100120.0,120520.0
51,15-1242,4780.0,10.6,1.202,2.4,52.78,109790.0,7.6,33.23,49.34,66.17,69130.0,102630.0,137640.0
53,15-1242,2050.0,6.1,0.586,1.17,56.11,116710.0,2.0,39.01,52.64,73.72,81140.0,109490.0,153330.0
54,15-1242,230.0,6.9,0.327,0.65,35.85,74570.0,3.1,25.94,31.17,42.72,53950.0,64830.0,88860.0
55,15-1242,1110.0,5.0,0.386,0.77,46.08,95840.0,1.5,34.01,44.0,55.74,70740.0,91520.0,115930.0
56,15-1242,120.0,16.7,0.425,0.85,39.72,82620.0,5.9,31.01,38.19,51.86,64490.0,79430.0,107870.0
1,15-1243,310.0,30.9,0.149,0.38,55.0,114400.0,5.2,40.68,54.81,61.94,84620.0,114000.0,128840.0
2,15-1243,50.0,15.9,0.168,0.43,60.41,125650.0,4.5,42.41,57.42,74.68,88220.0,119440.0,155320.0
4,15-1243,1040.0,10.1,0.334,0.85,58.21,121080.0,4.6,42.99,58.95,75.23,89420.0,122620.0,156470.0
5,15-1243,290.0,8.5,0.225,0.57,46.24,96180.0,2.2,38.59,47.25,52.27,80280.0,98280.0,108710.0
6,15-1243,6120.0,4.5,0.341,0.86,78.2,162660.0,1.0,62.58,78.01,93.73,130170.0,162250.0,194960.0
8,15-1243,2180.0,9.3,0.769,1.95,68.22,141890.0,1.9,52.38,64.8,82.29,108940.0,134780.0,171160.0
9,15-1243,650.0,7.5,0.392,0.99,67.6,140610.0,2.4,53.64,69.01,75.27,111570.0,143540.0,156560.0
10,15-1243,70.0,13.4,0.159,0.4,73.83,153570.0,5.3,66.32,71.31,75.25,137950.0,148320.0,156530.0
11,15-1243,560.0,12.4,0.803,2.04,78.35,162980.0,4.3,63.14,79.19,90.82,131340.0,164720.0,188910.0
12,15-1243,1860.0,7.6,0.195,0.49,59.04,122790.0,5.2,43.03,59.6,72.18,89490.0,123960.0,150130.0
13,15-1243,2790.0,4.5,0.587,1.49,70.79,147250.0,1.0,60.87,74.62,84.07,126600.0,155210.0,174870.0
15,15-1243,50.0,17.1,0.079,0.2,66.2,137690.0,1.1,55.81,63.96,82.97,116080.0,133040.0,172580.0
16,15-1243,290.0,27.6,0.347,0.88,64.0,133130.0,7.2,44.1,64.23,81.54,91730.0,133590.0,169600.0
17,15-1243,1500.0,11.4,0.249,0.63,59.73,124240.0,5.9,47.56,62.02,75.14,98920.0,128990.0,156280.0
18,15-1243,700.0,10.1,0.221,0.56,44.8,93180.0,5.6,28.13,40.4,57.38,58510.0,84020.0,119360.0
19,15-1243,400.0,4.2,0.261,0.66,62.82,130660.0,1.1,52.61,63.62,73.56,109420.0,132330.0,153010.0
20,15-1243,440.0,24.5,0.31,0.79,77.8,161820.0,14.4,51.42,74.08,107.48,106950.0,154090.0,223550.0
21,15-1243,690.0,9.6,0.35,0.89,47.72,99270.0,3.7,31.15,42.76,61.42,64790.0,88930.0,127750.0
22,15-1243,110.0,17.1,0.058,0.15,49.94,103870.0,3.7,38.83,49.81,58.5,80770.0,103600.0,121670.0
23,15-1243,100.0,24.0,0.159,0.4,57.21,118990.0,9.1,43.17,58.07,69.86,89790.0,120790.0,145320.0
24,15-1243,710.0,9.8,0.266,0.67,72.4,150590.0,4.6,52.98,67.07,85.78,110200.0,139510.0,178420.0
25,15-1243,1650.0,12.8,0.452,1.15,73.48,152850.0,2.3,61.17,73.09,86.34,127230.0,152030.0,179580.0
26,15-1243,1290.0,15.3,0.296,0.75,55.0,114390.0,5.9,41.81,58.99,65.05,86970.0,122700.0,135310.0
27,15-1243,790.0,7.7,0.276,0.7,61.72,128380.0,3.0,50.86,62.67,74.12,105790.0,130350.0,154180.0
29,15-1243,1930.0,17.3,0.67,1.7,51.23,106560.0,3.3,35.61,49.43,63.44,74070.0,102810.0,131940.0
30,15-1243,50.0,18.3,0.101,0.26,56.36,117220.0,5.6,41.59,54.12,67.58,86510.0,112580.0,140560.0
31,15-1243,700.0,18.5,0.697,1.77,62.61,130230.0,3.7,49.24,62.07,72.11,102430.0,129110.0,149990.0
32,15-1243,300.0,8.1,0.202,0.51,62.74,130500.0,5.5,44.63,60.19,75.34,92820.0,125180.0,156700.0
33,15-1243,250.0,15.2,0.372,0.94,59.21,123150.0,6.6,44.39,59.82,69.75,92330.0,124430.0,145080.0
34,15-1243,1290.0,5.0,0.308,0.78,76.41,158930.0,2.1,64.85,78.08,84.89,134880.0,162410.0,176570.0
35,15-1243,180.0,22.3,0.216,0.55,57.01,118590.0,3.3,46.15,60.58,66.0,95990.0,126000.0,137280.0
36,15-1243,3780.0,7.1,0.403,1.02,69.3,144140.0,1.6,53.28,68.38,83.88,110820.0,142230.0,174480.0
37,15-1243,3330.0,9.2,0.695,1.76,58.87,122460.0,6.5,45.0,60.51,70.91,93600.0,125860.0,147500.0
38,15-1243,60.0,6.5,0.139,0.35,51.08,106250.0,3.7,48.22,49.87,57.83,100300.0,103730.0,120290.0
39,15-1243,1880.0,7.8,0.343,0.87,58.47,121620.0,1.6,48.0,61.17,65.55,99850.0,127230.0,136350.0
40,15-1243,420.0,12.8,0.254,0.64,57.66,119940.0,4.9,40.4,53.4,70.61,84020.0,111070.0,146860.0
41,15-1243,540.0,17.5,0.279,0.71,63.68,132460.0,2.8,50.9,64.9,71.27,105880.0,134980.0,148240.0
42,15-1243,2290.0,6.7,0.386,0.98,58.63,121960.0,2.9,42.21,60.47,73.76,87790.0,125790.0,153420.0
44,15-1243,100.0,28.4,0.202,0.51,56.98,118510.0,1.7,48.4,56.24,64.51,100670.0,116980.0,134170.0
45,15-1243,850.0,11.4,0.384,0.97,60.74,126340.0,3.3,47.66,62.51,76.81,99130.0,130020.0,159770.0
46,15-1243,50.0,27.0,0.121,0.31,55.87,116210.0,3.0,48.58,54.53,62.36,101040.0,113410.0,129720.0
47,15-1243,560.0,11.2,0.174,0.44,57.47,119530.0,3.2,46.4,57.69,69.59,96520.0,120000.0,144740.0
48,15-1243,5900.0,9.5,0.435,1.1,67.1,139570.0,2.2,54.14,66.39,80.48,112600.0,138090.0,167400.0
49,15-1243,2090.0,15.1,1.244,3.15,69.9,145400.0,5.4,68.96,71.73,71.73,143430.0,149200.0,149200.0
50,15-1243,70.0,31.7,0.23,0.58,73.34,152540.0,11.4,50.74,62.48,91.62,105550.0,129950.0,190560.0
51,15-1243,4680.0,35.4,1.177,2.98,68.89,143300.0,8.3,51.83,66.49,80.51,107810.0,138300.0,167450.0
53,15-1243,3080.0,28.4,0.882,2.24,74.25,154430.0,10.8,52.16,69.67,92.0,108480.0,144910.0,191360.0
54,15-1243,90.0,26.9,0.126,0.32,49.78,103550.0,12.8,29.01,34.74,80.83,60340.0,72260.0,168130.0
55,15-1243,410.0,11.0,0.143,0.36,62.59,130180.0,1.8,52.92,64.43,69.14,110080.0,134020.0,143800.0
56,15-1243,120.0,1.3,0.426,1.08,29.39,61130.0,0.9,24.92,27.7,30.73,51840.0,57610.0,63920.0
1,15-1251,1860.0,10.4,0.906,1.14,46.64,97020.0,5.7,35.19,48.52,58.25,73200.0,100920.0,121150.0
2,15-1251,430.0,7.4,1.376,1.74,45.91,95490.0,1.2,36.52,45.64,53.6,75960.0,94930.0,111480.0
4,15-1251,3010.0,20.5,0.963,1.21,46.49,96700.0,5.5,32.44,44.64,58.5,67480.0,92850.0,121680.0
6,15-1251,20680.0,9.1,1.152,1.45,59.93,124660.0,2.9,39.47,55.18,72.26,82090.0,114780.0,150310.0
8,15-1251,1420.0,16.6,0.5,0.63,55.56,115550.0,8.3,41.92,47.91,62.59,87190.0,99650.0,130180.0
9,15-1251,1850.0,13.8,1.112,1.4,51.92,108000.0,3.5,39.84,49.31,55.0,82860.0,102560.0,114400.0
10,15-1251,440.0,10.6,0.946,1.19,49.37,102700.0,3.6,35.49,46.26,61.04,73820.0,96210.0,126960.0
11,15-1251,1400.0,19.2,2.0,2.52,47.66,99140.0,10.7,38.63,38.69,52.9,80340.0,80470.0,110030.0
12,15-1251,5050.0,4.8,0.527,0.67,46.87,97480.0,2.2,29.49,41.96,53.85,61350.0,87280.0,112000.0
13,15-1251,3340.0,11.7,0.703,0.89,45.91,95500.0,4.1,34.73,43.32,55.54,72250.0,90100.0,115530.0
15,15-1251,160.0,13.4,0.263,0.33,41.63,86590.0,3.5,37.06,40.55,43.74,77080.0,84330.0,90970.0
16,15-1251,250.0,13.8,0.31,0.39,48.34,100540.0,4.3,35.09,48.21,56.68,73000.0,100280.0,117900.0
17,15-1251,1700.0,9.0,0.283,0.36,46.55,96810.0,2.8,32.06,41.46,59.61,66680.0,86240.0,123980.0
18,15-1251,3410.0,14.8,1.079,1.36,47.12,98000.0,5.7,38.41,39.34,57.83,79900.0,81830.0,120280.0
19,15-1251,1140.0,19.4,0.735,0.93,40.15,83520.0,2.5,32.0,39.56,45.74,66560.0,82290.0,95130.0
20,15-1251,510.0,36.0,0.36,0.45,47.05,97860.0,9.3,32.88,42.32,58.07,68380.0,88030.0,120780.0
21,15-1251,1220.0,20.7,0.623,0.79,46.85,97450.0,5.5,36.05,42.74,55.93,74980.0,88910.0,116330.0
23,15-1251,390.0,42.5,0.621,0.78,46.98,97720.0,20.4,23.53,40.18,73.12,48940.0,83560.0,152090.0
24,15-1251,2980.0,19.7,1.115,1.41,52.65,109520.0,6.4,38.47,49.7,64.5,80020.0,103380.0,134160.0
25,15-1251,4120.0,11.4,1.13,1.43,55.02,114450.0,2.6,47.55,54.24,62.56,98890.0,112820.0,130130.0
26,15-1251,4050.0,14.6,0.931,1.17,43.6,90700.0,3.6,30.62,39.63,50.92,63680.0,82420.0,105900.0
27,15-1251,2080.0,10.0,0.721,0.91,48.65,101180.0,11.0,38.56,48.47,54.64,80190.0,100810.0,113650.0
29,15-1251,2930.0,15.4,1.019,1.29,36.06,75010.0,6.9,17.79,34.78,48.65,37000.0,72330.0,101200.0
30,15-1251,360.0,38.5,0.712,0.9,43.7,90890.0,11.0,32.63,44.56,56.49,67860.0,92670.0,117500.0
31,15-1251,1310.0,20.7,1.308,1.65,45.59,94820.0,4.7,34.28,48.04,56.61,71290.0,99930.0,117750.0
32,15-1251,600.0,8.1,0.408,0.51,47.55,98890.0,3.7,34.4,44.92,56.73,71560.0,93430.0,118010.0
33,15-1251,580.0,14.4,0.857,1.08,42.53,88450.0,4.2,32.25,46.32,50.86,67080.0,96340.0,105790.0
34,15-1251,5460.0,13.0,1.298,1.64,59.05,122830.0,4.2,41.99,52.29,74.37,87350.0,108760.0,154690.0
35,15-1251,830.0,12.2,0.982,1.24,39.1,81330.0,2.9,30.69,38.11,43.43,63830.0,79280.0,90340.0
36,15-1251,8430.0,5.0,0.898,1.13,55.88,116230.0,1.4,38.55,49.21,66.86,80180.0,102370.0,139070.0
37,15-1251,3390.0,8.0,0.707,0.89,49.57,103100.0,1.6,37.4,48.9,60.42,77780.0,101700.0,125670.0
38,15-1251,230.0,12.5,0.552,0.7,44.6,92760.0,2.7,37.38,40.57,52.51,77750.0,84390.0,109220.0
39,15-1251,1890.0,11.3,0.346,0.44,40.32,83870.0,2.5,29.33,37.84,52.31,61000.0,78710.0,108810.0
40,15-1251,1030.0,19.9,0.619,0.78,54.04,112410.0,11.7,36.6,51.92,76.92,76130.0,107990.0,159990.0
41,15-1251,1800.0,11.1,0.924,1.17,53.38,111030.0,2.8,38.61,53.98,64.21,80320.0,112270.0,133550.0
42,15-1251,4320.0,20.6,0.726,0.92,45.25,94120.0,4.7,32.68,40.94,50.66,67970.0,85160.0,105370.0
44,15-1251,430.0,17.7,0.876,1.1,46.72,97170.0,4.1,37.61,42.59,56.82,78230.0,88600.0,118190.0
45,15-1251,1160.0,16.8,0.523,0.66,49.74,103460.0,3.5,37.31,49.19,58.29,77610.0,102320.0,121240.0
46,15-1251,100.0,33.5,0.233,0.29,31.41,65320.0,10.5,26.44,26.44,31.34,55000.0,55000.0,65180.0
47,15-1251,1410.0,18.8,0.438,0.55,56.82,118190.0,14.3,39.07,56.77,63.14,81260.0,118080.0,131340.0
48,15-1251,7530.0,9.2,0.555,0.7,48.3,100470.0,2.8,34.27,47.68,60.43,71290.0,99180.0,125700.0
49,15-1251,2020.0,21.9,1.201,1.52,48.28,100430.0,2.5,33.69,45.18,58.58,70080.0,93970.0,121850.0
50,15-1251,150.0,5.1,0.51,0.64,41.54,86390.0,4.0,31.18,39.16,50.77,64850.0,81450.0,105600.0
51,15-1251,2440.0,11.0,0.613,0.77,50.38,104790.0,6.2,35.25,47.43,62.93,73320.0,98660.0,130900.0
53,15-1251,3460.0,10.0,0.991,1.25,76.21,158520.0,5.0,62.15,78.09,94.96,129280.0,162440.0,197510.0
54,15-1251,250.0,16.3,0.356,0.45,36.26,75420.0,4.3,23.55,38.86,45.72,48980.0,80840.0,95100.0
55,15-1251,2280.0,11.6,0.789,1.0,44.12,91770.0,2.5,34.88,42.91,55.15,72540.0,89250.0,114710.0
1,15-1252,17130.0,4.7,8.346,0.76,53.19,110630.0,1.5,37.73,49.39,64.57,78480.0,102730.0,134310.0
2,15-1252,280.0,47.8,0.893,0.08,70.01,145630.0,4.6,52.27,72.79,84.83,108720.0,151400.0,176450.0
4,15-1252,38540.0,2.7,12.313,1.13,61.56,128040.0,1.6,45.77,59.22,69.85,95200.0,123180.0,145280.0
5,15-1252,5650.0,14.7,4.442,0.41,42.37,88130.0,4.8,27.96,44.3,53.97,58150.0,92140.0,112260.0
6,15-1252,304390.0,1.1,16.961,1.55,83.55,173780.0,0.8,65.04,81.09,100.92,135280.0,168660.0,209910.0
8,15-1252,45270.0,5.7,15.985,1.47,69.92,145420.0,1.1,50.73,64.89,80.44,105510.0,134960.0,167320.0
9,15-1252,18380.0,3.4,11.069,1.01,61.75,128450.0,1.5,47.93,60.14,75.69,99690.0,125080.0,157440.0
10,15-1252,4850.0,9.6,10.333,0.95,63.29,131650.0,2.0,51.97,63.31,73.29,108110.0,131690.0,152440.0
11,15-1252,8470.0,7.6,12.071,1.11,70.22,146060.0,2.6,58.25,67.48,81.35,121150.0,140360.0,169200.0
12,15-1252,86550.0,2.3,9.046,0.83,57.93,120490.0,1.4,42.81,58.81,69.17,89050.0,122310.0,143870.0
13,15-1252,51960.0,3.5,10.92,1.0,60.24,125290.0,1.4,46.55,61.09,72.58,96820.0,127070.0,150960.0
15,15-1252,2740.0,10.8,4.439,0.41,54.74,113860.0,5.4,38.31,50.41,67.0,79680.0,104860.0,139370.0
16,15-1252,5910.0,5.3,7.188,0.66,64.91,135000.0,16.8,36.87,49.38,65.58,76690.0,102700.0,136410.0
17,15-1252,56290.0,4.7,9.363,0.86,59.47,123700.0,1.7,46.94,60.67,72.3,97630.0,126200.0,150380.0
18,15-1252,13440.0,4.0,4.259,0.39,53.16,110580.0,1.3,40.16,50.84,62.36,83530.0,105740.0,129720.0
19,15-1252,9730.0,3.5,6.301,0.58,53.02,110280.0,1.9,41.38,50.92,62.66,86060.0,105920.0,130320.0
20,15-1252,14490.0,5.3,10.263,0.94,53.13,110520.0,1.8,38.28,50.12,63.62,79620.0,104250.0,132320.0
21,15-1252,5800.0,4.9,2.955,0.27,50.99,106070.0,1.5,40.38,49.54,61.32,83990.0,103030.0,127540.0
