area,occ_code,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
1,00-0000,2053090.0,0.0,1000.0,1.0,25.67,53400.0,0.2,14.22,19.88,30.09,29580.0,41350.0,62580.0
2,00-0000,311610.0,0.0,1000.0,1.0,33.6,69880.0,0.3,18.62,26.99,40.52,38720.0,56140.0,84280.0
4,00-0000,3129720.0,0.0,1000.0,1.0,30.31,63040.0,0.5,17.38,22.92,35.05,36150.0,47680.0,72900.0
5,00-0000,1271320.0,0.0,1000.0,1.0,24.64,51250.0,0.2,14.42,18.78,28.32,30000.0,39060.0,58900.0
6,00-0000,17945910.0,0.0,1000.0,1.0,37.0,76960.0,0.4,18.21,25.98,44.83,37890.0,54030.0,93250.0
8,00-0000,2832010.0,0.0,1000.0,1.0,34.6,71960.0,0.3,18.67,25.98,40.22,38830.0,54050.0,83660.0
9,00-0000,1660330.0,0.0,1000.0,1.0,35.45,73740.0,0.4,18.18,26.98,41.7,37820.0,56130.0,86740.0
10,00-0000,469280.0,0.0,1000.0,1.0,31.73,65990.0,0.4,16.93,23.69,38.15,35220.0,49280.0,79350.0
11,00-0000,701840.0,0.0,1000.0,1.0,51.07,106230.0,0.5,24.61,40.6,65.15,51180.0,84450.0,135510.0
12,00-0000,9568260.0,0.0,1000.0,1.0,28.95,60210.0,0.2,16.22,21.67,32.5,33730.0,45070.0,67600.0
13,00-0000,4757900.0,0.0,1000.0,1.0,29.45,61250.0,0.6,15.66,21.86,34.92,32580.0,45480.0,72620.0
15,00-0000,616980.0,0.0,1000.0,1.0,31.27,65030.0,0.7,17.65,24.28,36.86,36700.0,50510.0,76670.0
16,00-0000,822690.0,0.0,1000.0,1.0,26.75,55640.0,0.4,16.19,21.27,30.26,33680.0,44240.0,62930.0
17,00-0000,6011660.0,0.0,1000.0,1.0,32.27,67130.0,0.6,17.49,23.43,38.19,36380.0,48730.0,79430.0
18,00-0000,3156740.0,0.0,1000.0,1.0,27.12,56420.0,0.4,16.49,21.86,30.94,34290.0,45470.0,64350.0
19,00-0000,1544760.0,0.0,1000.0,1.0,27.12,56400.0,0.2,16.81,22.34,31.01,34960.0,46460.0,64490.0
20,00-0000,1412000.0,0.0,1000.0,1.0,27.05,56270.0,0.3,16.0,21.76,31.09,33280.0,45250.0,64670.0
21,00-0000,1963060.0,0.0,1000.0,1.0,25.97,54030.0,0.3,15.19,21.02,29.84,31600.0,43730.0,62060.0
22,00-0000,1851860.0,0.0,1000.0,1.0,25.69,53440.0,0.3,13.89,19.87,30.23,28900.0,41320.0,62880.0
23,00-0000,621750.0,0.0,1000.0,1.0,28.85,60000.0,0.7,17.86,22.88,32.33,37150.0,47590.0,67250.0
24,00-0000,2677430.0,0.0,1000.0,1.0,35.4,73620.0,0.4,17.99,26.83,43.57,37420.0,55810.0,90630.0
25,00-0000,3643450.0,0.0,1000.0,1.0,38.62,80330.0,0.4,19.3,29.18,47.17,40130.0,60690.0,98110.0
26,00-0000,4347960.0,0.0,1000.0,1.0,29.13,60600.0,0.2,17.0,22.57,34.95,35360.0,46940.0,72690.0
27,00-0000,2881100.0,0.0,1000.0,1.0,32.07,66700.0,0.5,18.03,24.46,38.06,37510.0,50880.0,79170.0
28,00-0000,1149950.0,0.0,1000.0,1.0,22.87,47570.0,0.3,13.42,18.03,26.86,27910.0,37500.0,55870.0
29,00-0000,2876400.0,0.0,1000.0,1.0,27.68,57580.0,0.6,16.07,21.67,31.4,33430.0,45080.0,65310.0
30,00-0000,501730.0,0.0,1000.0,1.0,26.88,55920.0,0.6,16.5,21.97,30.9,34320.0,45690.0,64270.0
31,00-0000,1000860.0,0.0,1000.0,1.0,27.92,58080.0,0.3,16.86,22.33,31.98,35060.0,46440.0,66510.0
32,00-0000,1481820.0,0.0,1000.0,1.0,28.32,58900.0,0.9,16.19,21.54,31.79,33670.0,44810.0,66120.0
33,00-0000,675150.0,0.0,1000.0,1.0,31.78,66110.0,0.3,17.85,24.03,37.21,37130.0,49980.0,77390.0
34,00-0000,4202170.0,0.0,1000.0,1.0,35.57,73980.0,0.3,17.95,26.38,43.1,37330.0,54860.0,89650.0
35,00-0000,845580.0,0.0,1000.0,1.0,27.65,57520.0,0.2,14.92,20.97,31.91,31030.0,43620.0,66370.0
36,00-0000,9392830.0,0.0,1000.0,1.0,37.8,78620.0,0.4,18.36,27.33,44.74,38180.0,56840.0,93050.0
37,00-0000,4795040.0,0.0,1000.0,1.0,28.71,59730.0,0.2,15.82,21.85,32.68,32910.0,45440.0,67980.0
38,00-0000,417500.0,0.1,1000.0,1.0,28.39,59050.0,0.6,17.7,23.47,32.83,36820.0,48830.0,68280.0
39,00-0000,5469160.0,0.0,1000.0,1.0,28.79,59890.0,0.3,16.69,22.45,34.55,34720.0,46690.0,71860.0
40,00-0000,1664310.0,0.0,1000.0,1.0,25.7,53450.0,0.4,14.38,19.94,29.99,29920.0,41480.0,62380.0
41,00-0000,1943180.0,0.0,1000.0,1.0,32.07,66710.0,0.3,18.13,24.04,37.83,37700.0,50010.0,78680.0
42,00-0000,5948490.0,0.0,1000.0,1.0,29.77,61920.0,0.4,16.83,22.81,35.66,35000.0,47430.0,74170.0
44,00-0000,488220.0,0.0,1000.0,1.0,32.02,66610.0,0.4,17.81,24.5,38.78,37040.0,50970.0,80670.0
45,00-0000,2222950.0,0.0,1000.0,1.0,26.08,54250.0,0.3,14.8,20.3,30.24,30780.0,42220.0,62900.0
46,00-0000,444400.0,0.0,1000.0,1.0,25.59,53230.0,0.3,15.85,21.0,28.84,32970.0,43680.0,59980.0
47,00-0000,3219060.0,0.0,1000.0,1.0,26.94,56030.0,0.5,15.73,21.07,30.3,32710.0,43820.0,63030.0
48,00-0000,13557950.0,0.0,1000.0,1.0,29.44,61240.0,0.4,15.35,22.1,34.92,31920.0,45970.0,72640.0
49,00-0000,1678660.0,0.0,1000.0,1.0,29.36,61070.0,0.4,17.08,22.6,34.29,35530.0,47020.0,71330.0
50,00-0000,300760.0,0.0,1000.0,1.0,30.18,62780.0,0.4,18.27,23.86,35.48,38010.0,49630.0,73800.0
51,00-0000,3981130.0,0.0,1000.0,1.0,33.68,70050.0,0.5,17.15,24.0,39.17,35670.0,49920.0,81480.0
53,00-0000,3495500.0,0.0,1000.0,1.0,37.56,78130.0,0.3,20.85,28.81,45.76,43370.0,59920.0,95180.0
54,00-0000,688670.0,0.0,1000.0,1.0,25.1,52200.0,0.3,14.07,19.12,29.42,29260.0,39770.0,61190.0
55,00-0000,2885990.0,0.0,1000.0,1.0,28.61,59500.0,0.3,17.19,22.88,32.76,35760.0,47590.0,68140.0
56,00-0000,273750.0,0.0,1000.0,1.0,27.85,57930.0,0.3,16.6,22.72,33.05,34530.0,47250.0,68740.0
1,11-0000,105580.0,0.8,51.424,0.74,56.21,116920.0,0.5,35.18,47.95,67.22,73180.0,99740.0,139810.0
2,11-0000,23750.0,1.3,76.215,1.1,59.74,124260.0,0.9,38.45,52.25,70.07,79980.0,108680.0,145750.0
4,11-0000,232000.0,0.9,74.128,1.07,59.53,123820.0,1.2,33.65,49.31,74.48,69990.0,102560.0,154920.0
5,11-0000,89800.0,1.4,70.633,1.02,47.14,98060.0,0.6,25.64,38.74,57.74,53330.0,80570.0,120100.0
6,11-0000,1308800.0,0.7,72.93,1.06,77.1,160360.0,1.4,43.76,65.31,97.97,91020.0,135840.0,203770.0
8,11-0000,156700.0,1.7,55.331,0.8,74.99,155970.0,1.0,48.33,65.95,88.46,100530.0,137170.0,184000.0
9,11-0000,148160.0,0.8,89.236,1.29,73.74,153380.0,0.8,45.76,63.73,86.03,95190.0,132550.0,178930.0
10,11-0000,22890.0,1.5,48.782,0.71,76.65,159440.0,1.4,49.21,67.33,91.44,102360.0,140050.0,190200.0
11,11-0000,101680.0,1.0,144.872,2.1,83.03,172710.0,0.9,60.34,77.55,88.22,125510.0,161300.0,183500.0
12,11-0000,601150.0,0.9,62.827,0.91,62.44,129870.0,0.7,34.38,50.08,76.94,71510.0,104170.0,160020.0
13,11-0000,304430.0,1.1,63.985,0.93,64.69,134550.0,0.8,36.41,53.3,80.07,75730.0,110870.0,166550.0
15,11-0000,39790.0,1.1,64.493,0.93,58.2,121050.0,0.8,38.46,51.21,68.46,80000.0,106520.0,142400.0
16,11-0000,62970.0,1.1,76.538,1.11,49.0,101920.0,1.0,27.2,39.55,59.57,56580.0,82260.0,123900.0
17,11-0000,535650.0,0.7,89.101,1.29,65.06,135320.0,0.6,38.02,56.31,80.15,79070.0,117130.0,166710.0
18,11-0000,161640.0,0.7,51.205,0.74,56.74,118010.0,0.8,34.26,48.42,67.31,71270.0,100710.0,140000.0
19,11-0000,99710.0,0.6,64.545,0.93,52.12,108400.0,0.5,30.93,45.72,63.75,64330.0,95090.0,132600.0
20,11-0000,72160.0,1.2,51.104,0.74,57.69,119990.0,0.7,35.14,49.47,70.32,73100.0,102890.0,146260.0
21,11-0000,116200.0,1.4,59.192,0.86,50.95,105980.0,1.1,29.5,43.86,62.08,61360.0,91230.0,129120.0
22,11-0000,114790.0,0.9,61.985,0.9,54.93,114250.0,0.6,34.02,47.21,64.13,70760.0,98200.0,133390.0
23,11-0000,43000.0,3.4,69.161,1.0,55.62,115690.0,2.1,34.34,47.98,66.44,71430.0,99790.0,138200.0
24,11-0000,244320.0,0.8,91.252,1.32,66.34,137990.0,0.7,39.63,60.09,81.65,82420.0,124990.0,169830.0
25,11-0000,345350.0,1.3,94.786,1.37,77.15,160460.0,0.6,46.33,65.59,97.1,96360.0,136430.0,201970.0
26,11-0000,277450.0,0.8,63.812,0.92,59.78,124330.0,0.7,36.65,51.08,74.9,76220.0,106250.0,155790.0
27,11-0000,201710.0,0.7,70.01,1.01,64.47,134100.0,0.7,38.05,56.38,80.3,79140.0,117260.0,167030.0
28,11-0000,57060.0,1.0,49.616,0.72,46.42,96560.0,1.0,27.75,38.91,55.04,57730.0,80930.0,114480.0
29,11-0000,195600.0,1.1,68.0,0.98,52.62,109450.0,1.2,28.95,44.31,64.51,60220.0,92160.0,134180.0
30,11-0000,28350.0,1.3,56.505,0.82,51.67,107470.0,1.1,30.28,45.12,62.5,62980.0,93850.0,130000.0
31,11-0000,72910.0,1.0,72.852,1.05,54.96,114320.0,0.9,33.89,48.42,65.32,70480.0,100710.0,135870.0
32,11-0000,115160.0,1.4,77.717,1.12,57.65,119910.0,3.0,30.16,45.04,65.34,62740.0,93670.0,135900.0
33,11-0000,48580.0,0.9,71.958,1.04,67.81,141050.0,0.8,39.51,58.0,81.81,82180.0,120650.0,170160.0
34,11-0000,297540.0,0.8,70.807,1.02,83.86,174430.0,0.6,53.95,77.12,101.2,112210.0,160410.0,210490.0
35,11-0000,46340.0,1.4,54.804,0.79,56.91,118370.0,1.0,36.59,48.93,65.53,76110.0,101770.0,136300.0
36,11-0000,611690.0,0.8,65.123,0.94,86.07,179030.0,0.7,48.07,73.33,104.84,99990.0,152520.0,218070.0
37,11-0000,291430.0,0.8,60.777,0.88,63.95,133010.0,0.5,37.82,53.22,78.96,78670.0,110700.0,164240.0
38,11-0000,24400.0,1.5,58.453,0.85,55.21,114830.0,1.9,32.79,47.0,64.92,68190.0,97760.0,135030.0
39,11-0000,364650.0,0.5,66.674,0.96,56.89,118330.0,0.6,32.02,48.38,69.46,66610.0,100640.0,144480.0
40,11-0000,93310.0,0.9,56.068,0.81,52.36,108920.0,0.9,29.55,44.75,63.69,61460.0,93080.0,132480.0
41,11-0000,139440.0,0.8,71.76,1.04,59.96,124720.0,0.6,36.12,51.31,74.23,75130.0,106730.0,154400.0
42,11-0000,403290.0,0.9,67.797,0.98,63.3,131660.0,1.2,37.79,53.51,78.02,78600.0,111290.0,162280.0
44,11-0000,23210.0,2.2,47.53,0.69,67.52,140440.0,1.4,43.59,59.97,81.47,90660.0,124730.0,169460.0
45,11-0000,131290.0,0.7,59.06,0.85,55.89,116250.0,0.5,34.54,48.33,67.23,71840.0,100520.0,139850.0
46,11-0000,15720.0,2.5,35.382,0.51,59.84,124480.0,1.1,36.75,50.15,70.56,76430.0,104310.0,146760.0
47,11-0000,218500.0,0.8,67.878,0.98,58.82,122340.0,0.6,34.21,49.13,72.19,71170.0,102180.0,150140.0
48,11-0000,1124950.0,1.1,82.973,1.2,61.61,128150.0,0.7,35.13,50.56,77.65,73070.0,105170.0,161510.0
49,11-0000,130640.0,0.9,77.826,1.13,57.45,119490.0,1.2,31.58,48.8,72.26,65680.0,101510.0,150300.0
50,11-0000,23490.0,1.2,78.116,1.13,54.7,113770.0,1.5,35.35,46.65,63.65,73530.0,97030.0,132400.0
51,11-0000,245040.0,1.0,61.551,0.89,71.71,149150.0,0.5,43.37,63.64,86.65,90220.0,132380.0,180230.0
53,11-0000,193830.0,1.2,55.452,0.8,77.73,161680.0,0.6,49.95,68.45,94.68,103890.0,142380.0,196940.0
54,11-0000,40150.0,1.3,58.301,0.84,49.54,103030.0,0.7,28.32,40.14,61.54,58900.0,83500.0,128010.0
55,11-0000,134700.0,0.6,46.675,0.68,63.67,132440.0,0.5,40.03,55.69,76.87,83260.0,115820.0,159890.0
56,11-0000,14830.0,1.4,54.168,0.78,53.25,110760.0,1.4,30.2,45.62,63.69,62810.0,94890.0,132470.0
1,11-3021,5800.0,4.5,2.827,0.72,67.92,141270.0,1.4,50.07,63.86,81.57,104150.0,132840.0,169670.0
2,11-3021,640.0,4.5,2.045,0.52,65.87,137010.0,1.7,50.75,64.23,78.35,105560.0,133600.0,162970.0
4,11-3021,14180.0,4.5,4.531,1.16,78.8,163900.0,1.0,59.48,78.48,89.71,123720.0,163230.0,186600.0
5,11-3021,3230.0,3.4,2.54,0.65,59.2,123130.0,1.2,40.46,54.47,72.21,84160.0,113290.0,150200.0
8,11-3021,12080.0,13.3,4.267,1.09,88.71,184520.0,5.3,67.39,83.19,103.2,140170.0,173030.0,214660.0
9,11-3021,9950.0,2.5,5.992,1.54,78.58,163450.0,1.2,60.42,76.87,91.07,125670.0,159880.0,189420.0
10,11-3021,1670.0,3.6,3.553,0.91,94.53,196630.0,0.7,77.36,88.55,106.81,160910.0,184190.0,222160.0
11,11-3021,4550.0,3.5,6.478,1.66,90.97,189220.0,1.4,76.88,87.33,98.81,159910.0,181650.0,205510.0
12,11-3021,27110.0,2.8,2.834,0.73,79.06,164440.0,1.1,58.55,76.14,89.66,121780.0,158380.0,186490.0
13,11-3021,15350.0,2.6,3.227,0.83,83.99,174710.0,0.6,63.46,80.64,100.22,132000.0,167740.0,208460.0
15,11-3021,1040.0,5.3,1.68,0.43,69.89,145370.0,1.4,55.48,63.91,80.0,115390.0,132940.0,166400.0
16,11-3021,1420.0,5.9,1.729,0.44,64.26,133660.0,2.8,44.93,63.03,80.26,93450.0,131100.0,166940.0
17,11-3021,26940.0,2.0,4.481,1.15,78.81,163930.0,0.8,60.94,78.96,94.81,126740.0,164240.0,197210.0
18,11-3021,7200.0,3.1,2.279,0.58,67.1,139580.0,1.0,49.68,63.47,78.73,103330.0,132020.0,163750.0
19,11-3021,3560.0,2.4,2.306,0.59,69.1,143730.0,0.9,52.61,64.54,80.58,109420.0,134240.0,167610.0
20,11-3021,3810.0,3.0,2.697,0.69,81.16,168810.0,4.8,58.77,78.2,97.5,122230.0,162660.0,202800.0
21,11-3021,2540.0,3.5,1.296,0.33,65.2,135610.0,1.9,48.11,61.71,78.17,100070.0,128350.0,162590.0
22,11-3021,2300.0,4.0,1.244,0.32,69.66,144880.0,1.6,45.86,58.61,77.84,95380.0,121910.0,161920.0
23,11-3021,1450.0,7.9,2.328,0.6,75.32,156660.0,5.4,52.47,66.99,85.74,109140.0,139330.0,178340.0
24,11-3021,13570.0,3.2,5.068,1.3,81.85,170240.0,1.1,65.98,81.65,95.24,137240.0,169830.0,198100.0
25,11-3021,25030.0,2.9,6.871,1.76,92.19,191750.0,1.1,73.49,84.22,104.12,152870.0,175170.0,216570.0
26,11-3021,14770.0,3.4,3.397,0.87,75.16,156340.0,0.9,58.03,72.5,84.37,120700.0,150800.0,175500.0
27,11-3021,10450.0,2.0,3.626,0.93,83.29,173230.0,0.8,64.17,81.3,99.01,133470.0,169100.0,205940.0
28,11-3021,1340.0,12.2,1.162,0.3,57.75,120120.0,2.4,42.3,51.29,67.25,87980.0,106690.0,139880.0
29,11-3021,7960.0,3.0,2.769,0.71,69.89,145360.0,1.1,50.66,65.45,82.61,105360.0,136130.0,171830.0
31,11-3021,5030.0,3.7,5.029,1.29,65.61,136460.0,2.1,50.15,63.78,79.06,104310.0,132660.0,164440.0
32,11-3021,2720.0,6.3,1.835,0.47,68.34,142150.0,2.4,46.35,61.72,79.49,96410.0,128380.0,165350.0
33,11-3021,3260.0,4.3,4.836,1.24,81.8,170140.0,1.2,63.51,78.71,97.13,132090.0,163720.0,202030.0
34,11-3021,27890.0,2.4,6.638,1.7,98.62,205120.0,0.9,79.93,92.04,107.25,166260.0,191450.0,223070.0
35,11-3021,1430.0,4.9,1.69,0.43,67.57,140550.0,1.9,49.96,61.89,81.32,103930.0,128730.0,169140.0
37,11-3021,21660.0,1.8,4.516,1.16,84.72,176210.0,1.9,62.72,78.95,97.84,130450.0,164210.0,203500.0
38,11-3021,640.0,4.3,1.527,0.39,65.97,137220.0,2.3,49.5,63.49,76.15,102950.0,132060.0,158400.0
39,11-3021,13670.0,2.3,2.499,0.64,79.24,164820.0,1.2,61.02,78.02,98.37,126920.0,162280.0,204610.0
40,11-3021,3390.0,5.0,2.035,0.52,65.15,135510.0,1.6,47.25,62.43,77.81,98280.0,129850.0,161840.0
41,11-3021,7160.0,3.8,3.682,0.94,77.9,162040.0,1.1,60.23,75.47,92.41,125270.0,156980.0,192210.0
42,11-3021,20480.0,3.3,3.443,0.88,76.79,159730.0,0.9,58.36,74.66,87.26,121390.0,155290.0,181490.0
44,11-3021,860.0,7.6,1.752,0.45,91.1,189490.0,1.5,66.46,82.08,100.51,138230.0,170730.0,209060.0
45,11-3021,4910.0,2.4,2.208,0.57,72.07,149900.0,1.6,50.18,64.73,83.69,104380.0,134630.0,174080.0
46,11-3021,280.0,5.9,0.626,0.16,78.93,164170.0,2.8,63.49,77.62,93.85,132050.0,161460.0,195210.0
47,11-3021,10470.0,2.8,3.251,0.83,71.73,149200.0,1.0,51.59,65.26,81.17,107300.0,135730.0,168830.0
48,11-3021,62620.0,1.7,4.619,1.18,81.68,169900.0,0.8,61.89,79.25,99.24,128720.0,164840.0,206420.0
49,11-3021,7400.0,4.6,4.406,1.13,78.49,163260.0,1.5,60.47,79.17,86.96,125770.0,164670.0,180880.0
50,11-3021,780.0,10.0,2.584,0.66,75.17,156360.0,2.6,47.11,61.86,86.37,97990.0,128660.0,179650.0
51,11-3021,16460.0,5.4,4.134,1.06,93.38,194230.0,0.8,73.07,87.33,107.96,151990.0,181650.0,224550.0
54,11-3021,1110.0,8.5,1.612,0.41,72.64,151090.0,2.8,58.72,69.91,88.22,122140.0,145420.0,183500.0
55,11-3021,6790.0,2.7,2.352,0.6,74.78,155530.0,0.9,58.87,69.02,82.91,122450.0,143570.0,172440.0
56,11-3021,310.0,4.8,1.141,0.29,57.23,119030.0,3.8,43.77,51.81,64.59,91050.0,107750.0,134350.0
1,13-0000,105480.0,0.8,51.376,0.77,38.76,80620.0,0.6,24.97,34.39,47.16,51940.0,71540.0,98090.0
2,13-0000,13570.0,1.6,43.557,0.66,41.82,86980.0,1.0,30.15,38.22,49.21,62710.0,79500.0,102360.0
4,13-0000,218120.0,1.3,69.694,1.05,39.6,82360.0,0.9,26.77,35.98,47.92,55670.0,74840.0,99670.0
5,13-0000,66820.0,1.6,52.561,0.79,34.62,72000.0,1.4,21.82,29.96,40.76,45380.0,62310.0,84780.0
6,13-0000,1210190.0,0.5,67.435,1.02,48.75,101390.0,0.4,31.09,42.25,59.75,64660.0,87880.0,124290.0
8,13-0000,257400.0,0.7,90.889,1.37,44.72,93010.0,0.9,30.36,39.73,52.45,63150.0,82640.0,109100.0
9,13-0000,101640.0,1.2,61.219,0.92,46.23,96150.0,0.8,31.41,40.15,52.74,65320.0,83510.0,109700.0
10,13-0000,38530.0,1.1,82.112,1.24,45.55,94750.0,1.1,30.99,39.87,52.29,64460.0,82930.0,108750.0
11,13-0000,113680.0,1.1,161.97,2.44,52.97,110180.0,0.5,37.78,49.69,63.58,78580.0,103360.0,132250.0
12,13-0000,681820.0,0.6,71.259,1.07,40.39,84010.0,0.6,25.13,35.83,48.47,52270.0,74520.0,100820.0
13,13-0000,375370.0,1.5,78.894,1.19,41.37,86060.0,0.6,26.14,36.68,49.43,54360.0,76300.0,102800.0
15,13-0000,29110.0,1.6,47.181,0.71,38.47,80020.0,0.9,28.23,35.47,45.85,58710.0,73770.0,95370.0
16,13-0000,42000.0,1.9,51.053,0.77,36.06,75000.0,1.1,23.88,30.76,41.86,49670.0,63980.0,87070.0
17,13-0000,390300.0,2.4,64.924,0.98,43.73,90950.0,1.0,28.79,37.89,50.11,59880.0,78810.0,104220.0
18,13-0000,150610.0,1.1,47.712,0.72,37.58,78170.0,0.8,24.63,32.91,44.89,51230.0,68460.0,93360.0
19,13-0000,89850.0,1.4,58.162,0.88,37.2,77370.0,0.4,26.23,33.88,44.75,54550.0,70470.0,93070.0
20,13-0000,87910.0,1.0,62.261,0.94,38.25,79550.0,1.4,25.45,33.88,45.5,52930.0,70480.0,94650.0
21,13-0000,87220.0,1.4,44.433,0.67,35.27,73360.0,0.9,23.99,31.25,41.18,49910.0,65000.0,85650.0
22,13-0000,80470.0,1.3,43.451,0.65,35.34,73510.0,0.8,23.38,30.52,41.14,48630.0,63490.0,85570.0
23,13-0000,32130.0,1.3,51.68,0.78,39.71,82600.0,1.5,27.71,35.73,45.47,57640.0,74320.0,94580.0
24,13-0000,225210.0,1.0,84.114,1.27,47.2,98170.0,0.8,31.54,42.82,57.86,65600.0,89070.0,120350.0
25,13-0000,283580.0,1.6,77.832,1.17,48.93,101770.0,0.9,32.66,43.18,58.6,67940.0,89800.0,121890.0
26,13-0000,262490.0,0.6,60.371,0.91,39.3,81750.0,0.4,27.16,36.1,47.27,56490.0,75080.0,98330.0
27,13-0000,202700.0,0.7,70.354,1.06,43.04,89510.0,0.9,30.02,38.33,49.88,62440.0,79720.0,103740.0
28,13-0000,44670.0,1.0,38.847,0.58,33.65,70000.0,1.8,21.65,29.1,39.22,45030.0,60530.0,81570.0
29,13-0000,179170.0,1.5,62.29,0.94,38.97,81060.0,0.8,24.98,33.7,46.96,51950.0,70100.0,97670.0
30,13-0000,27680.0,1.8,55.163,0.83,35.6,74040.0,0.8,24.45,30.91,41.14,50850.0,64290.0,85570.0
31,13-0000,59000.0,1.1,58.953,0.89,35.73,74320.0,0.7,25.05,31.81,41.27,52100.0,66170.0,85840.0
32,13-0000,68730.0,1.7,46.382,0.7,43.5,90470.0,2.2,24.3,33.79,46.48,50550.0,70290.0,96680.0
33,13-0000,44270.0,2.1,65.565,0.99,40.78,84810.0,2.5,28.15,37.24,48.56,58560.0,77460.0,101000.0
34,13-0000,281180.0,0.8,66.913,1.01,50.52,105080.0,0.9,35.31,45.61,59.44,73440.0,94860.0,123620.0
35,13-0000,44540.0,0.9,52.675,0.79,37.68,78380.0,0.7,25.77,33.54,45.2,53600.0,69760.0,94020.0
36,13-0000,710180.0,0.7,75.609,1.14,53.43,111140.0,1.0,33.66,46.85,63.48,70010.0,97440.0,132040.0
37,13-0000,323970.0,0.7,67.563,1.02,42.03,87410.0,0.7,28.01,37.23,50.0,58250.0,77430.0,104000.0
38,13-0000,19860.0,1.3,47.561,0.72,37.23,77440.0,1.6,27.01,33.33,44.35,56170.0,69330.0,92240.0
39,13-0000,340550.0,1.0,62.267,0.94,38.8,80700.0,0.6,27.0,35.95,47.2,56160.0,74780.0,98170.0
40,13-0000,92410.0,1.0,55.527,0.84,36.38,75660.0,0.8,23.86,32.63,44.29,49630.0,67870.0,92120.0
41,13-0000,129710.0,2.2,66.75,1.0,40.33,83890.0,0.5,28.72,37.14,48.4,59750.0,77250.0,100670.0
42,13-0000,361240.0,1.7,60.728,0.91,39.9,82990.0,0.7,26.81,35.79,47.36,55770.0,74450.0,98520.0
44,13-0000,37310.0,2.0,76.42,1.15,43.59,90670.0,1.0,30.28,38.9,50.7,62980.0,80910.0,105460.0
45,13-0000,108600.0,1.3,48.855,0.74,37.94,78920.0,0.7,24.73,33.45,45.65,51430.0,69570.0,94960.0
46,13-0000,25540.0,1.6,57.469,0.87,37.01,76980.0,0.6,28.04,34.61,42.52,58320.0,71990.0,88430.0
47,13-0000,175760.0,1.4,54.6,0.82,36.23,75350.0,0.7,23.98,31.48,43.18,49870.0,65480.0,89810.0
48,13-0000,838580.0,1.4,61.851,0.93,40.24,83710.0,0.5,26.78,36.54,48.62,55700.0,76000.0,101130.0
49,13-0000,118410.0,0.9,70.541,1.06,37.07,77100.0,1.0,23.75,32.28,45.68,49400.0,67140.0,95020.0
50,13-0000,16400.0,1.9,54.545,0.82,39.42,81990.0,1.7,28.6,35.3,45.83,59480.0,73420.0,95330.0
51,13-0000,385000.0,1.3,96.707,1.46,51.94,108030.0,3.3,30.11,40.88,58.93,62620.0,85030.0,122570.0
53,13-0000,286980.0,1.0,82.1,1.24,47.81,99440.0,0.9,32.66,42.59,58.9,67940.0,88590.0,122510.0
54,13-0000,29810.0,2.0,43.28,0.65,35.28,73380.0,1.2,23.2,30.49,41.29,48260.0,63410.0,85890.0
55,13-0000,179660.0,0.8,62.251,0.94,38.57,80220.0,0.5,27.47,35.29,45.75,57130.0,73410.0,95150.0
56,13-0000,12410.0,1.9,45.348,0.68,40.95,85170.0,1.4,25.99,34.62,46.4,54060.0,72000.0,96520.0
1,13-1161,7220.0,2.9,3.514,0.63,32.9,68420.0,3.0,20.47,27.75,39.24,42580.0,57730.0,81620.0
2,13-1161,350.0,12.7,1.113,0.2,33.28,69210.0,4.1,26.86,28.84,36.09,55870.0,59990.0,75070.0
4,13-1161,16680.0,5.7,5.328,0.96,36.88,76700.0,1.7,23.6,32.64,45.01,49080.0,67900.0,93620.0
5,13-1161,5650.0,6.8,4.446,0.8,34.6,71970.0,2.4,21.86,30.28,45.57,45460.0,62980.0,94790.0
6,13-1161,113630.0,3.4,6.332,1.14,48.1,100040.0,1.0,29.7,39.95,62.3,61770.0,83090.0,129590.0
8,13-1161,26880.0,3.2,9.492,1.7,41.16,85600.0,1.3,28.01,37.14,49.89,58260.0,77250.0,103760.0
9,13-1161,8330.0,3.7,5.019,0.9,38.41,79890.0,1.9,27.68,35.53,44.99,57570.0,73900.0,93580.0
10,13-1161,2610.0,5.7,5.568,1.0,45.57,94790.0,2.0,31.69,40.73,57.72,65920.0,84710.0,120050.0
11,13-1161,6320.0,8.0,8.999,1.61,44.32,92190.0,5.9,28.42,38.28,51.63,59120.0,79630.0,107390.0
12,13-1161,55760.0,3.1,5.828,1.05,38.86,80830.0,3.0,24.79,34.45,47.74,51550.0,71650.0,99290.0
13,13-1161,28440.0,3.5,5.977,1.07,38.04,79130.0,1.5,22.69,32.68,49.67,47180.0,67970.0,103310.0
15,13-1161,1690.0,9.2,2.736,0.49,29.64,61640.0,3.8,21.3,28.51,36.23,44300.0,59300.0,75350.0
16,13-1161,2770.0,6.4,3.368,0.6,29.68,61730.0,3.0,20.54,26.82,34.76,42720.0,55780.0,72300.0
17,13-1161,37790.0,3.6,6.287,1.13,37.98,79000.0,1.1,25.14,33.65,47.23,52280.0,69990.0,98240.0
18,13-1161,14400.0,4.5,4.562,0.82,33.83,70360.0,1.2,22.9,29.97,40.2,47640.0,62330.0,83610.0
19,13-1161,7920.0,2.6,5.129,0.92,33.76,70230.0,0.9,23.39,30.13,39.74,48660.0,62660.0,82660.0
